Município,UF,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Ano,ARRECADAÇÃO,Arrecadação
SAO MIGUEL DO GOSTOSO,RN,,,,,,,,,,,,,,2023,,660127.61999998
SAO MIGUEL DO ALEIXO,SE,,,,,,,,,,,,,,2023,,1236243.08999995
SAO MIGUEL DO ANTA,MG,,,,,,,,,,,,,,2023,,88931.5799999928
SAO MIGUEL DO ARAGUAIA,GO,,,,,,,,,,,,,,2023,,477925.710000021
SAO MIGUEL DO FIDALGO,PI,,,,,,,,,,,,,,2023,,235731.360000066
SAO MIGUEL DO GUAMA,PA,,,,,,,,,,,,,,2023,,291397.040000028
SAO MIGUEL DO GUAPORE,RO,,,,,,,,,,,,,,2023,,413106.290000077
SAO MIGUEL DO IGUACU,PR,,,,,,,,,,,,,,2023,,1281821.43999996
SAO MIGUEL DO PASSA QUATRO,GO,,,,,,,,,,,,,,2023,,8495.72000000085
SAO MIGUEL DO TAPUIO,PI,,,,,,,,,,,,,,2023,,22557.7500000085
SAO MIGUEL DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,21565.9299999969
SAO MIGUEL DOS CAMPOS,AL,,,,,,,,,,,,,,2023,,1281614.51999992
SAO MIGUEL DOS MILAGRES,AL,,,,,,,,,,,,,,2023,,70536.3400000019
SAO MIGUEL,RN,,,,,,,,,,,,,,2023,,947670.529999757
SAO NICOLAU,RS,,,,,,,,,,,,,,2023,,88069.4500000043
SAO PATRICIO,GO,,,,,,,,,,,,,,2023,,43777.0799999912
SAO PAULO DAS MISSOES,RS,,,,,,,,,,,,,,2023,,12675.8800000005
SAO PAULO DE OLIVENCA,AM,,,,,,,,,,,,,,2023,,155353.58999999
SAO PAULO DO POTENGI,RN,,,,,,,,,,,,,,2023,,176931.179999967
SAO PAULO,SP,,,,,,,,,,,,,,2023,,1869371439.38
SAO PEDRO DA AGUA BRANCA,MA,,,,,,,,,,,,,,2023,,37489.4499999983
SAO PEDRO DA ALDEIA,RJ,,,,,,,,,,,,,,2023,,2649048.80999992
SAO PEDRO DA CIPA,MT,,,,,,,,,,,,,,2023,,223588.410000017
SAO PEDRO DA SERRA,RS,,,,,,,,,,,,,,2023,,184624.340000084
SAO PEDRO DA UNIAO,MG,,,,,,,,,,,,,,2023,,56739.6899999995
SAO PEDRO DAS MISSOES,RS,,,,,,,,,,,,,,2023,,69684.3999999885
SAO PEDRO DE ALCANTARA,SC,,,,,,,,,,,,,,2023,,14631.2000000012
SAO PEDRO DO BUTIA,RS,,,,,,,,,,,,,,2023,,299789.32999997
SAO PEDRO DO IGUACU,PR,,,,,,,,,,,,,,2023,,165944.100000021
SAO PEDRO DO IVAI,PR,,,,,,,,,,,,,,2023,,466183.540000008
SAO PEDRO DO PARANA,PR,,,,,,,,,,,,,,2023,,5519.23000000019
SAO PEDRO DO PIAUI,PI,,,,,,,,,,,,,,2023,,620699.910000059
SAO PEDRO DO SUACUI,MG,,,,,,,,,,,,,,2023,,123113.400000007
SAO PEDRO DO SUL,RS,,,,,,,,,,,,,,2023,,235395.669999959
SAO PEDRO DO TURVO,SP,,,,,,,,,,,,,,2023,,481258.730000054
SAO PEDRO DOS CRENTES,MA,,,,,,,,,,,,,,2023,,45146.3999999898
SAO PEDRO DOS FERROS,MG,,,,,,,,,,,,,,2023,,171824.349999984
SAO PEDRO,RN,,,,,,,,,,,,,,2023,,140749.710000009
SAO PEDRO,SP,,,,,,,,,,,,,,2023,,638183.969999981
SAO RAFAEL,RN,,,,,,,,,,,,,,2023,,16363.9900000035
SAO RAIMUNDO DAS MANGABEIRAS,MA,,,,,,,,,,,,,,2023,,1384879.74000048
SAO RAIMUNDO DO DOCA BEZERRA,MA,,,,,,,,,,,,,,2023,,365334.649999959
SAO RAIMUNDO NONATO,PI,,,,,,,,,,,,,,2023,,427737.259999984
SAO ROBERTO,MA,,,,,,,,,,,,,,2023,,188582.79000001
SAO ROMAO,MG,,,,,,,,,,,,,,2023,,162259.820000012
SAO ROQUE DE MINAS,MG,,,,,,,,,,,,,,2023,,459921.910000114
SAO ROQUE DO CANAA,ES,,,,,,,,,,,,,,2023,,143831.609999975
SAO ROQUE,SP,,,,,,,,,,,,,,2023,,2128613.39999995
SAO SALVADOR DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,63194.130000005
SAO SEBASTIAO DA AMOREIRA,PR,,,,,,,,,,,,,,2023,,729775.920000335
SAO SEBASTIAO DA BELA VISTA,MG,,,,,,,,,,,,,,2023,,174830.690000025
SAO SEBASTIAO DA BOA VISTA,PA,,,,,,,,,,,,,,2023,,832416.940000662
SAO SEBASTIAO DA GRAMA,SP,,,,,,,,,,,,,,2023,,258133.410000033
SAO SEBASTIAO DA VARGEM ALEGRE,MG,,,,,,,,,,,,,,2023,,109643.349999986
SAO SEBASTIAO DE LAGOA DE ROCA,PB,,,,,,,,,,,,,,2023,,16897.2699999977
SAO SEBASTIAO DO ALTO,RJ,,,,,,,,,,,,,,2023,,466434.030000006
SAO SEBASTIAO DO ANTA,MG,,,,,,,,,,,,,,2023,,87338.4699999914
SAO SEBASTIAO DO CAI,RS,,,,,,,,,,,,,,2023,,586975.799999952
SAO SEBASTIAO DO MARANHAO,MG,,,,,,,,,,,,,,2023,,16580.8099999987
SAO SEBASTIAO DO OESTE,MG,,,,,,,,,,,,,,2023,,247881.330000021
SAO SEBASTIAO DO PARAISO,MG,,,,,,,,,,,,,,2023,,2311765.80000005
SAO SEBASTIAO DO PASSE,BA,,,,,,,,,,,,,,2023,,950061.520000067
SAO SEBASTIAO DO RIO PRETO,MG,,,,,,,,,,,,,,2023,,57013.9800000032
SAO SEBASTIAO DO RIO VERDE,MG,,,,,,,,,,,,,,2023,,18761.0199999984
SAO SEBASTIAO DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,730623.160000001
SAO SEBASTIAO DO UATUMA,AM,,,,,,,,,,,,,,2023,,262915.239999947
SAO SEBASTIAO DO UMBUZEIRO,PB,,,,,,,,,,,,,,2023,,143288.719999969
SAO SEBASTIAO,AL,,,,,,,,,,,,,,2023,,667937.539999994
SAO SEBASTIAO,SP,,,,,,,,,,,,,,2023,,6634874.15000042
SAO SEPE,RS,,,,,,,,,,,,,,2023,,548937.729999973
SAO SIMAO,GO,,,,,,,,,,,,,,2023,,1348920.06000013
SAO SIMAO,SP,,,,,,,,,,,,,,2023,,2030071.34000012
SAO TIAGO,MG,,,,,,,,,,,,,,2023,,293128.959999965
SAO TOMAS DE AQUINO,MG,,,,,,,,,,,,,,2023,,365280.180000002
SAO TOME DAS LETRAS,MG,,,,,,,,,,,,,,2023,,386163.29999999
SAO TOME,PR,,,,,,,,,,,,,,2023,,307236.610000153
SAO TOME,RN,,,,,,,,,,,,,,2023,,26100.1399999908
SAO VALENTIM DO SUL,RS,,,,,,,,,,,,,,2023,,7689.28000000105
SAO VALENTIM,RS,,,,,,,,,,,,,,2023,,14895.8099999971
SAO VALERIO DA NATIVIDADE,TO,,,,,,,,,,,,,,2023,,84840.5500000068
SAO VALERIO DO SUL,RS,,,,,,,,,,,,,,2023,,870.259999999602
SAO VENDELINO,RS,,,,,,,,,,,,,,2023,,25177.7200000007
SAO VICENTE DE MINAS,MG,,,,,,,,,,,,,,2023,,153984.380000039
SAO VICENTE DO SUL,RS,,,,,,,,,,,,,,2023,,225496.020000017
SAO VICENTE FERRER,MA,,,,,,,,,,,,,,2023,,691237.86000025
SAO VICENTE FERRER,PE,,,,,,,,,,,,,,2023,,88445.9199999962
SAO VICENTE,RN,,,,,,,,,,,,,,2023,,322594.470000092
SAO VICENTE,SP,,,,,,,,,,,,,,2023,,4420727.75000006
SAPE,PB,,,,,,,,,,,,,,2023,,827985.089999952
SAPEACU,BA,,,,,,,,,,,,,,2023,,60059.5699999996
SAPEZAL,MT,,,,,,,,,,,,,,2023,,2119859.62999984
SAPIRANGA,RS,,,,,,,,,,,,,,2023,,2623726.18999988
SAPOPEMA,PR,,,,,,,,,,,,,,2023,,227134.989999999
SAPUCAI-MIRIM,MG,,,,,,,,,,,,,,2023,,24978.0499999991
SAPUCAIA DO SUL,RS,,,,,,,,,,,,,,2023,,4256113.82999995
SAPUCAIA,PA,,,,,,,,,,,,,,2023,,101750.389999993
SAPUCAIA,RJ,,,,,,,,,,,,,,2023,,274884.840000011
SAQUAREMA,RJ,,,,,,,,,,,,,,2023,,4596821.54999905
SARANDI,PR,,,,,,,,,,,,,,2023,,1536302.46000002
SARANDI,RS,,,,,,,,,,,,,,2023,,943435.850000007
SARAPUI,SP,,,,,,,,,,,,,,2023,,580870.169999934
SARDOA,MG,,,,,,,,,,,,,,2023,,43751.1200000035
SARUTAIA,SP,,,,,,,,,,,,,,2023,,219187.599999882
SARZEDO,MG,,,,,,,,,,,,,,2023,,821978.650000001
SATIRO DIAS,BA,,,,,,,,,,,,,,2023,,4831864.04999907
SATUBA,AL,,,,,,,,,,,,,,2023,,1506130.77999988
SATUBINHA,MA,,,,,,,,,,,,,,2023,,288913.689999961
SAUBARA,BA,,,,,,,,,,,,,,2023,,689656.869999981
SAUDADE DO IGUACU,PR,,,,,,,,,,,,,,2023,,28313.8400000075
SAUDADES,SC,,,,,,,,,,,,,,2023,,66859.7700000004
SAUDE,BA,,,,,,,,,,,,,,2023,,750409.610000054
SCHROEDER,SC,,,,,,,,,,,,,,2023,,658734.479999984
SEABRA,BA,,,,,,,,,,,,,,2023,,1649000.42999985
SEARA,SC,,,,,,,,,,,,,,2023,,839363.720000077
SEBASTIANOPOLIS DO SUL,SP,,,,,,,,,,,,,,2023,,80017.3499999654
SEBASTIAO BARROS,PI,,,,,,,,,,,,,,2023,,229536.810000016
SEBASTIAO LARANJEIRAS,BA,,,,,,,,,,,,,,2023,,664845.759999883
SEBASTIAO LEAL,PI,,,,,,,,,,,,,,2023,,820028.29999971
SEBERI,RS,,,,,,,,,,,,,,2023,,323731.35000002
SEDE NOVA,RS,,,,,,,,,,,,,,2023,,6016.72999999858
SEGREDO,RS,,,,,,,,,,,,,,2023,,97313.1900000074
SELBACH,RS,,,,,,,,,,,,,,2023,,32840.5200000037
SELVIRIA,MS,,,,,,,,,,,,,,2023,,131168.13
SEM-PEIXE,MG,,,,,,,,,,,,,,2023,,14946.4399999987
SENA MADUREIRA,AC,,,,,,,,,,,,,,2023,,3559383.92000025
SENADOR ALEXANDRE COSTA,MA,,,,,,,,,,,,,,2023,,57458.720000012
SENADOR AMARAL,MG,,,,,,,,,,,,,,2023,,22135.1600000027
SENADOR CANEDO,GO,,,,,,,,,,,,,,2023,,3508174.8499998
SENADOR CORTES,MG,,,,,,,,,,,,,,2023,,3150.87999999942
SENADOR ELOI DE SOUZA,RN,,,,,,,,,,,,,,2023,,270660.749999944
SENADOR FIRMINO,MG,,,,,,,,,,,,,,2023,,300249.490000007
SENADOR GEORGINO AVELINO,RN,,,,,,,,,,,,,,2023,,293449.859999908
SENADOR GUIOMARD,AC,,,,,,,,,,,,,,2023,,1890538.82999998
SENADOR JOSE BENTO,MG,,,,,,,,,,,,,,2023,,22081.4600000013
SENADOR JOSE PORFIRIO,PA,,,,,,,,,,,,,,2023,,894384.539999209
SENADOR LA ROCQUE,MA,,,,,,,,,,,,,,2023,,163807.29
SENADOR MODESTINO GONCALVES,MG,,,,,,,,,,,,,,2023,,132952.310000022
SENADOR POMPEU,CE,,,,,,,,,,,,,,2023,,35388.5199999983
SENADOR RUI PALMEIRA,AL,,,,,,,,,,,,,,2023,,295115.200000089
SENADOR SA,CE,,,,,,,,,,,,,,2023,,380379.299999992
SENADOR SALGADO FILHO,RS,,,,,,,,,,,,,,2023,,3368.68000000063
SENGES,PR,,,,,,,,,,,,,,2023,,221958.940000003
SENHOR DO BONFIM,BA,,,,,,,,,,,,,,2023,,757737.490000016
SENHORA DE OLIVEIRA,MG,,,,,,,,,,,,,,2023,,15137.3799999967
SENHORA DO PORTO,MG,,,,,,,,,,,,,,2023,,27319.229999997
SENHORA DOS REMEDIOS,MG,,,,,,,,,,,,,,2023,,86044.3699999973
SENTINELA DO SUL,RS,,,,,,,,,,,,,,2023,,47475.9100000111
SENTO SE,BA,,,,,,,,,,,,,,2023,,99749.6099999991
SERAFINA CORREA,RS,,,,,,,,,,,,,,2023,,1986839.53999994
SERICITA,MG,,,,,,,,,,,,,,2023,,57904.1199999935
SAO VICENTE DO SERIDO,PB,,,,,,,,,,,,,,2023,,183048.229999888
SERINGUEIRAS,RO,,,,,,,,,,,,,,2023,,295281.740000024
SERIO,RS,,,,,,,,,,,,,,2023,,930.0
SERITINGA,MG,,,,,,,,,,,,,,2023,,22731.2600000008
SEROPEDICA,RJ,,,,,,,,,,,,,,2023,,3059773.36999957
SERRA ALTA,SC,,,,,,,,,,,,,,2023,,40465.3000000084
SERRA AZUL DE MINAS,MG,,,,,,,,,,,,,,2023,,130773.200000024
SERRA AZUL,SP,,,,,,,,,,,,,,2023,,492039.849999978
SERRA BRANCA,PB,,,,,,,,,,,,,,2023,,97511.0500000056
SERRA CAIADA,RN,,,,,,,,,,,,,,2023,,466373.550000237
SERRA DA RAIZ,PB,,,,,,,,,,,,,,2023,,76748.9300000014
SERRA DA SAUDADE,MG,,,,,,,,,,,,,,2023,,224612.789999911
SERRA DE SAO BENTO,RN,,,,,,,,,,,,,,2023,,326366.05000007
SERRA DO MEL,RN,,,,,,,,,,,,,,2023,,33042.6100000007
SERRA DO NAVIO,AP,,,,,,,,,,,,,,2023,,227766.140000027
SERRA DO RAMALHO,BA,,,,,,,,,,,,,,2023,,242686.280000026
SERRA DO SALITRE,MG,,,,,,,,,,,,,,2023,,237076.950000022
SERRA DOS AIMORES,MG,,,,,,,,,,,,,,2023,,263761.669999966
SERRA DOURADA,BA,,,,,,,,,,,,,,2023,,157467.440000014
SERRA GRANDE,PB,,,,,,,,,,,,,,2023,,399.540000000037
SERRA NEGRA DO NORTE,RN,,,,,,,,,,,,,,2023,,57081.9400000005
SERRA NEGRA,SP,,,,,,,,,,,,,,2023,,904659.52999995
SERRA NOVA DOURADA,MT,,,,,,,,,,,,,,2023,,5270.50000000047
SERRA PRETA,BA,,,,,,,,,,,,,,2023,,1237776.28000008
SERRA REDONDA,PB,,,,,,,,,,,,,,2023,,70943.1999999951
SERRA TALHADA,PE,,,,,,,,,,,,,,2023,,2248380.36000013
SERRA,ES,,,,,,,,,,,,,,2023,,20237144.6500002
SERRANA,SP,,,,,,,,,,,,,,2023,,573043.130000018
SERRANIA,MG,,,,,,,,,,,,,,2023,,82940.3900000008
SERRANO DO MARANHAO,MA,,,,,,,,,,,,,,2023,,719223.330000089
SERRANOPOLIS DE MINAS,MG,,,,,,,,,,,,,,2023,,1811.93999999989
SERRANOPOLIS DO IGUACU,PR,,,,,,,,,,,,,,2023,,27142.6900000052
SERRANOPOLIS,GO,,,,,,,,,,,,,,2023,,389635.100000084
SERRANOS,MG,,,,,,,,,,,,,,2023,,69307.2800000028
SERRARIA,PB,,,,,,,,,,,,,,2023,,244422.500000104
SERRINHA DOS PINTOS,RN,,,,,,,,,,,,,,2023,,136133.149999991
SERRINHA,BA,,,,,,,,,,,,,,2023,,5000240.53999877
SERRINHA,RN,,,,,,,,,,,,,,2023,,52482.5700000171
SERRITA,PE,,,,,,,,,,,,,,2023,,611126.00000001
SERRO,MG,,,,,,,,,,,,,,2023,,129629.479999991
SERROLANDIA,BA,,,,,,,,,,,,,,2023,,968255.38999996
SERTANEJA,PR,,,,,,,,,,,,,,2023,,260950.470000035
SERTANIA,PE,,,,,,,,,,,,,,2023,,292917.349999968
SERTANOPOLIS,PR,,,,,,,,,,,,,,2023,,884432.720000001
SERTAO SANTANA,RS,,,,,,,,,,,,,,2023,,99508.6300000001
SERTAO,RS,,,,,,,,,,,,,,2023,,510992.699999997
SERTAOZINHO,PB,,,,,,,,,,,,,,2023,,28745.0800000033
SERTAOZINHO,SP,,,,,,,,,,,,,,2023,,9302574.9000001
SETE BARRAS,SP,,,,,,,,,,,,,,2023,,272961.930000029
SETE DE SETEMBRO,RS,,,,,,,,,,,,,,2023,,10912.8799999974
SETE LAGOAS,MG,,,,,,,,,,,,,,2023,,9960331.29000009
SETE QUEDAS,MS,,,,,,,,,,,,,,2023,,22774.9699999997
SETUBINHA,MG,,,,,,,,,,,,,,2023,,318182.779999987
SEVERIANO DE ALMEIDA,RS,,,,,,,,,,,,,,2023,,19148.939999989
SEVERIANO MELO,RN,,,,,,,,,,,,,,2023,,267873.419999834
SEVERINIA,SP,,,,,,,,,,,,,,2023,,183311.229999999
SIDEROPOLIS,SC,,,,,,,,,,,,,,2023,,3343325.17000012
SIDROLANDIA,MS,,,,,,,,,,,,,,2023,,2014709.77999987
SIGEFREDO PACHECO,PI,,,,,,,,,,,,,,2023,,291056.860000068
SILVA JARDIM,RJ,,,,,,,,,,,,,,2023,,9386206.20000373
SILVANIA,GO,,,,,,,,,,,,,,2023,,737107.40999993
SILVANOPOLIS,TO,,,,,,,,,,,,,,2023,,442700.549999958
SILVEIRA MARTINS,RS,,,,,,,,,,,,,,2023,,61735.7999999837
SILVEIRANIA,MG,,,,,,,,,,,,,,2023,,128242.039999987
SILVEIRAS,SP,,,,,,,,,,,,,,2023,,318691.470000026
SILVES,AM,,,,,,,,,,,,,,2023,,3060.39999999851
SILVIANOPOLIS,MG,,,,,,,,,,,,,,2023,,137196.950000001
SIMAO DIAS,SE,,,,,,,,,,,,,,2023,,2841776.40000031
SIMAO PEREIRA,MG,,,,,,,,,,,,,,2023,,4253.76999999915
SIMOES FILHO,BA,,,,,,,,,,,,,,2023,,8910216.26999969
SIMOES,PI,,,,,,,,,,,,,,2023,,9745.87999999896
SIMOLANDIA,GO,,,,,,,,,,,,,,2023,,202455.73999999
SIMONESIA,MG,,,,,,,,,,,,,,2023,,14067.2500000023
SIMPLICIO MENDES,PI,,,,,,,,,,,,,,2023,,49953.5500000009
SINIMBU,RS,,,,,,,,,,,,,,2023,,135445.670000001
SINOP,MT,,,,,,,,,,,,,,2023,,16925097.1199994
SIQUEIRA CAMPOS,PR,,,,,,,,,,,,,,2023,,201136.780000014
SIRINHAEM,PE,,,,,,,,,,,,,,2023,,3207584.31000062
SIRIRI,SE,,,,,,,,,,,,,,2023,,580270.530000002
SITIO D'ABADIA,GO,,,,,,,,,,,,,,2023,,305666.720000095
SITIO DO MATO,BA,,,,,,,,,,,,,,2023,,1226229.62000009
SITIO DO QUINTO,BA,,,,,,,,,,,,,,2023,,947441.390000025
SITIO NOVO DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,898338.240000601
SITIO NOVO,MA,,,,,,,,,,,,,,2023,,535896.99000001
SITIO NOVO,RN,,,,,,,,,,,,,,2023,,91562.1199999955
SOBRADINHO,BA,,,,,,,,,,,,,,2023,,1480698.23999984
SOBRADINHO,RS,,,,,,,,,,,,,,2023,,1035499.33000002
SOBRADO,PB,,,,,,,,,,,,,,2023,,277135.520000014
SOBRAL,CE,,,,,,,,,,,,,,2023,,7090808.87999793
SOBRALIA,MG,,,,,,,,,,,,,,2023,,101748.229999996
SOCORRO DO PIAUI,PI,,,,,,,,,,,,,,2023,,193101.419999957
SOCORRO,SP,,,,,,,,,,,,,,2023,,748963.680000053
SOLANEA,PB,,,,,,,,,,,,,,2023,,907137.500000324
SOLEDADE DE MINAS,MG,,,,,,,,,,,,,,2023,,54402.9700000031
SOLEDADE,PB,,,,,,,,,,,,,,2023,,423283.739999864
SOLEDADE,RS,,,,,,,,,,,,,,2023,,627318.960000029
SOLIDAO,PE,,,,,,,,,,,,,,2023,,91320.50000001
SOLONOPOLE,CE,,,,,,,,,,,,,,2023,,56668.6700000048
SOMBRIO,SC,,,,,,,,,,,,,,2023,,981792.960000037
SONORA,MS,,,,,,,,,,,,,,2023,,1544880.67999971
SOORETAMA,ES,,,,,,,,,,,,,,2023,,464369.310000043
SOROCABA,SP,,,,,,,,,,,,,,2023,,40042414.5399985
SORRISO,MT,,,,,,,,,,,,,,2023,,20926163.8999996
SOSSEGO,PB,,,,,,,,,,,,,,2023,,136983.290000018
SOURE,PA,,,,,,,,,,,,,,2023,,177153.800000002
SOUSA,PB,,,,,,,,,,,,,,2023,,2220396.90000043
SOUTO SOARES,BA,,,,,,,,,,,,,,2023,,4714.62999999884
SUCUPIRA DO NORTE,MA,,,,,,,,,,,,,,2023,,209980.459999943
SUCUPIRA DO RIACHAO,MA,,,,,,,,,,,,,,2023,,113703.490000034
SUCUPIRA,TO,,,,,,,,,,,,,,2023,,201547.310000001
SUD MENNUCCI,SP,,,,,,,,,,,,,,2023,,126151.08
SUL BRASIL,SC,,,,,,,,,,,,,,2023,,2204.4300000004
SULINA,PR,,,,,,,,,,,,,,2023,,52839.1900000079
SUMARE,SP,,,,,,,,,,,,,,2023,,17653766.370001
SUME,PB,,,,,,,,,,,,,,2023,,69830.0999999968
SUMIDOURO,RJ,,,,,,,,,,,,,,2023,,71075.2500000086
SURUBIM,PE,,,,,,,,,,,,,,2023,,415749.490000004
SUSSUAPARA,PI,,,,,,,,,,,,,,2023,,18197.7099999973
SUZANAPOLIS,SP,,,,,,,,,,,,,,2023,,244962.509999972
SUZANO,SP,,,,,,,,,,,,,,2023,,15510073.8899998
TABAI,RS,,,,,,,,,,,,,,2023,,92347.6500000191
TABAPORA,MT,,,,,,,,,,,,,,2023,,367002.970000015
TABAPUA,SP,,,,,,,,,,,,,,2023,,153301.520000004
TABATINGA,AM,,,,,,,,,,,,,,2023,,468466.469999852
TABATINGA,SP,,,,,,,,,,,,,,2023,,415826.500000037
TABIRA,PE,,,,,,,,,,,,,,2023,,1267719.75000029
TABOAO DA SERRA,SP,,,,,,,,,,,,,,2023,,6685254.20999977
TABOCAS DO BREJO VELHO,BA,,,,,,,,,,,,,,2023,,284495.600000024
TABOLEIRO GRANDE,RN,,,,,,,,,,,,,,2023,,246.47000000003
TABULEIRO DO NORTE,CE,,,,,,,,,,,,,,2023,,1051767.6499994
TABULEIRO,MG,,,,,,,,,,,,,,2023,,58731.1700000086
TACAIMBO,PE,,,,,,,,,,,,,,2023,,489072.579999887
TACARATU,PE,,,,,,,,,,,,,,2023,,765956.090000098
TACIBA,SP,,,,,,,,,,,,,,2023,,293246.520000002
TACURU,MS,,,,,,,,,,,,,,2023,,150634.780000001
TAGUAI,SP,,,,,,,,,,,,,,2023,,292342.459999997
TAGUATINGA,TO,,,,,,,,,,,,,,2023,,512378.729999899
TAIACU,SP,,,,,,,,,,,,,,2023,,56127.7700000112
TAILANDIA,PA,,,,,,,,,,,,,,2023,,7507657.63999964
TAIO,SC,,,,,,,,,,,,,,2023,,604957.860000016
TAIOBEIRAS,MG,,,,,,,,,,,,,,2023,,142412.719999995
TAIPAS DO TOCANTINS,TO,,,,,,,,,,,,,,2023,,17207.820000004
TAIPU,RN,,,,,,,,,,,,,,2023,,251906.900000006
TAIUVA,SP,,,,,,,,,,,,,,2023,,63931.6999999913
TALISMA,TO,,,,,,,,,,,,,,2023,,190190.430000028
TAMANDARE,PE,,,,,,,,,,,,,,2023,,1175459.43000015
TAMARANA,PR,,,,,,,,,,,,,,2023,,165437.660000033
TAMBAU,SP,,,,,,,,,,,,,,2023,,831060.869999967
TAMBOARA,PR,,,,,,,,,,,,,,2023,,109016.300000014
TAMBORIL DO PIAUI,PI,,,,,,,,,,,,,,2023,,877.540000000154
TAMBORIL,CE,,,,,,,,,,,,,,2023,,32556.28
TANABI,SP,,,,,,,,,,,,,,2023,,1719355.80000011
TANGARA DA SERRA,MT,,,,,,,,,,,,,,2023,,7759709.38999998
TANGARA,RN,,,,,,,,,,,,,,2023,,246606.780000111
TANGARA,SC,,,,,,,,,,,,,,2023,,770284.419999875
TANGUA,RJ,,,,,,,,,,,,,,2023,,759988.759999983
TANHACU,BA,,,,,,,,,,,,,,2023,,717924.079999799
TANQUE D'ARCA,AL,,,,,,,,,,,,,,2023,,61951.4500000061
TANQUE DO PIAUI,PI,,,,,,,,,,,,,,2023,,178692.449999884
TANQUE NOVO,BA,,,,,,,,,,,,,,2023,,166652.100000004
TANQUINHO,BA,,,,,,,,,,,,,,2023,,420888.690000162
TAPARUBA,MG,,,,,,,,,,,,,,2023,,108934.879999986
TAPAUA,AM,,,,,,,,,,,,,,2023,,174238.679999988
TAPEJARA,PR,,,,,,,,,,,,,,2023,,339849.969999977
TAPEJARA,RS,,,,,,,,,,,,,,2023,,1901110.81999962
TAPERA,RS,,,,,,,,,,,,,,2023,,710961.200000001
TAPEROA,BA,,,,,,,,,,,,,,2023,,796880.369999933
TAPEROA,PB,,,,,,,,,,,,,,2023,,56629.6999999979
TAPES,RS,,,,,,,,,,,,,,2023,,275429.319999985
TAPIRA,MG,,,,,,,,,,,,,,2023,,525698.909999886
TAPIRA,PR,,,,,,,,,,,,,,2023,,74017.4700000009
TAPIRAI,MG,,,,,,,,,,,,,,2023,,186765.980000077
TAPIRAI,SP,,,,,,,,,,,,,,2023,,159107.509999982
TAPIRAMUTA,BA,,,,,,,,,,,,,,2023,,138968.059999973
TAPIRATIBA,SP,,,,,,,,,,,,,,2023,,345749.980000002
TAPURAH,MT,,,,,,,,,,,,,,2023,,2415273.24000003
TAQUARA,RS,,,,,,,,,,,,,,2023,,2858211.78999998
TAQUARACU DE MINAS,MG,,,,,,,,,,,,,,2023,,287413.350000028
TAQUARAL DE GOIAS,GO,,,,,,,,,,,,,,2023,,56243.9600000095
TAQUARAL,SP,,,,,,,,,,,,,,2023,,16547.7699999958
TAQUARANA,AL,,,,,,,,,,,,,,2023,,50825.3500000059
TAQUARI,RS,,,,,,,,,,,,,,2023,,609358.420000072
TAQUARITINGA DO NORTE,PE,,,,,,,,,,,,,,2023,,988460.220000157
TAQUARITINGA,SP,,,,,,,,,,,,,,2023,,2931587.70000009
TAQUARITUBA,SP,,,,,,,,,,,,,,2023,,873438.719999979
TAQUARIVAI,SP,,,,,,,,,,,,,,2023,,120472.909999985
TAQUARUCU DO SUL,RS,,,,,,,,,,,,,,2023,,10829.100000001
TAQUARUSSU,MS,,,,,,,,,,,,,,2023,,41607.5000000079
TARABAI,SP,,,,,,,,,,,,,,2023,,114876.719999999
TARAUACA,AC,,,,,,,,,,,,,,2023,,1276631.61999936
TARRAFAS,CE,,,,,,,,,,,,,,2023,,175680.61999995
TARTARUGALZINHO,AP,,,,,,,,,,,,,,2023,,211709.280000024
TARUMA,SP,,,,,,,,,,,,,,2023,,1064321.68999988
TARUMIRIM,MG,,,,,,,,,,,,,,2023,,478416.880000009
TASSO FRAGOSO,MA,,,,,,,,,,,,,,2023,,1760163.48000048
TATUI,SP,,,,,,,,,,,,,,2023,,2630751.69000009
TAUA,CE,,,,,,,,,,,,,,2023,,2782594.61999934
TAUBATE,SP,,,,,,,,,,,,,,2023,,13267519.3600002
TAVARES,PB,,,,,,,,,,,,,,2023,,226389.410000029
TAVARES,RS,,,,,,,,,,,,,,2023,,50280.0300000013
TEFE,AM,,,,,,,,,,,,,,2023,,304483.639999983
TEIXEIRA DE FREITAS,BA,,,,,,,,,,,,,,2023,,16573171.1300045
TEIXEIRA SOARES,PR,,,,,,,,,,,,,,2023,,248216.240000012
TEIXEIRA,PB,,,,,,,,,,,,,,2023,,73560.5500000028
TEIXEIRAS,MG,,,,,,,,,,,,,,2023,,395031.389999988
TEIXEIROPOLIS,RO,,,,,,,,,,,,,,2023,,22.8500000000058
TEJUCUOCA,CE,,,,,,,,,,,,,,2023,,445592.279999919
TEJUPA,SP,,,,,,,,,,,,,,2023,,79583.4999999876
TELEMACO BORBA,PR,,,,,,,,,,,,,,2023,,1803384.67999967
TELHA,SE,,,,,,,,,,,,,,2023,,335669.420000009
TENENTE ANANIAS,RN,,,,,,,,,,,,,,2023,,435584.289999747
